,GEOID,NAME,RiskFactor1_percent,IncomePoverty_ratio,Total,Occupants_Above1,Occupants_Above1_point5,Married_Above65,NoSpouse_MaleHH_Above65,NoSpouse_FemaleHH_Above65,Living_Alone,RiskFactor3_percent,RiskFactor2_percent,LanguageBarrier_Total,RiskFactor4a_percent,EducationalBarrier_Total,RiskFactor4b_percent,Above16_Unemployed_Total,RiskFactor5_percent,Disability_Total,RiskFactor6_percent,Total_Uninsured,RiskFactor7_percent,pop_64above_total,RiskFactor8_percent
1,17031630200,"Census Tract 6302, Cook County, Illinois",32,1.704098361,575,23,10,15,7,6,175,5.739130435,35.30434783,123,21.4,346,25.82089552,101,7.4,117,6.4,189,10.4,113,6.191780822
2,17031580700,"Census Tract 5807, Cook County, Illinois",24.5,2.140255009,1544,108,44,257,0,69,113,9.844559585,28.43264249,275,17.8,1485,34.46275238,339,7.5,711,12.1,1066,18.1,320,5.416384563
3,17031590600,"Census Tract 5906, Cook County, Illinois",21.3,2.096220401,1172,43,12,92,0,30,328,4.692832765,38.39590444,133,11.3,583,22.6407767,148,5.6,417,12.2,352,10.3,120,3.509798187
4,17031600700,"Census Tract 6007, Cook County, Illinois",22.9,2.062568306,1084,10,26,101,0,54,290,3.32103321,41.05166052,103,9.5,352,14.60580913,184,7.5,262,9.2,161,5.7,180,6.349206349
5,17031611900,"Census Tract 6119, Cook County, Illinois",52.5,1.115983607,574,16,0,22,0,15,251,2.787456446,50.17421603,61,10.6,337,30.1431127,134,11.4,116,7.1,194,11.8,123,7.504575961
6,17031804505,"Census Tract 8045.05, Cook County, Illinois",13.9,3.253096539,1517,29,9,122,0,33,574,2.504943968,48.05537245,46,3,197,7.394894895,11,0.4,238,6.9,177,5.1,123,3.570391872
7,17031804701,"Census Tract 8047.01, Cook County, Illinois",14.9,3.163570128,2461,101,0,233,0,0,817,4.104022755,42.6655831,124,5,270,5.822730214,165,3.3,533,9,821,13.8,269,4.393988893
8,17031804706,"Census Tract 8047.06, Cook County, Illinois",1.8,5.259562842,760,8,0,154,0,9,45,1.052631579,27.36842105,32,4.2,85,4.569892473,26,1.3,238,9.8,138,5.7,136,5.571487095
9,17031824005,"Census Tract 8240.05, Cook County, Illinois",7.2,5.105874317,2027,10,0,329,0,31,343,0.493339911,34.68179576,98,4.8,248,5.501330967,75,1.6,553,9.6,214,3.7,388,6.748999826
10,17031824006,"Census Tract 8240.06, Cook County, Illinois",8,5.904690346,1528,11,0,289,0,14,205,0.719895288,33.2460733,88,5.8,175,4.964539007,71,2,371,7.8,83,1.8,445,9.412013536
11,17031824113,"Census Tract 8241.13, Cook County, Illinois",8.3,4.433743169,2347,17,0,430,0,14,351,0.724328931,33.8730294,191,8.1,551,10.24925595,176,3.1,751,10.6,603,8.5,499,7.057991513
12,17031824114,"Census Tract 8241.14, Cook County, Illinois",5.3,4.960519126,1897,35,0,334,0,24,268,1.84501845,32.99947285,114,6,85,2.079765109,92,2.2,362,7,161,3.1,413,7.963748554
13,17031824115,"Census Tract 8241.15, Cook County, Illinois",10.6,3.38424408,1400,24,0,186,0,93,295,1.714285714,41,54,3.9,310,9.727016003,37,1.1,434,11.3,138,3.6,251,6.192943499
14,17031824116,"Census Tract 8241.16, Cook County, Illinois",15.9,3.10223133,2202,64,0,170,32,42,745,2.906448683,44.9137148,158,7.2,382,9.267345949,126,3,571,10.6,581,10.8,301,5.602084497
15,17031824117,"Census Tract 8241.17, Cook County, Illinois",4.4,4.676502732,3379,0,0,542,20,44,689,0,38.32494821,72,2.1,296,4.052573932,224,3,794,8.4,507,5.4,734,7.764730773
16,17031824119,"Census Tract 8241.19, Cook County, Illinois",3.7,4.854599271,2091,0,0,322,0,32,519,0,41.75035868,64,3.1,359,7.784041631,132,2.7,611,10.8,131,2.3,346,6.118479222
17,17031824120,"Census Tract 8241.20, Cook County, Illinois",8.4,4.595218579,3409,35,22,541,31,46,985,1.672044588,47.02258727,15,0.4,392,5.428610996,207,2.8,900,10.2,240,2.7,599,6.677814939
18,17031824121,"Census Tract 8241.21, Cook County, Illinois",11.5,3.714480874,1212,0,0,214,0,43,246,0,41.50165017,59,4.9,141,5.475728155,115,4.4,311,9.9,112,3.6,232,7.358071678
19,17031824122,"Census Tract 8241.22, Cook County, Illinois",10.7,4.211111111,2343,52,0,345,13,14,524,2.219376867,38.24157064,32,1.4,245,4.617414248,118,2.2,689,10.6,182,2.8,431,6.604351823
20,17031824123,"Census Tract 8241.23, Cook County, Illinois",13.6,3.26370674,2801,0,0,264,20,69,743,0,39.12888254,125,4.5,341,5.95113438,186,3.1,577,7.9,162,2.2,384,5.225911813
21,17031825303,"Census Tract 8253.03, Cook County, Illinois",13,3.036612022,1539,81,0,104,19,35,504,5.263157895,43.01494477,82,5.3,271,9.274469541,167,5.5,394,9.8,296,7.4,178,4.438902743
22,17031825304,"Census Tract 8253.04, Cook County, Illinois",9.4,3.223178506,1640,10,0,184,19,74,416,0.609756098,42.25609756,81,4.9,280,8.146639511,75,2.1,451,10.4,350,8.1,287,6.615952052
23,17031830007,"Census Tract 8300.07, Cook County, Illinois",31.4,2.16147541,1643,85,0,84,0,77,534,5.173463177,42.30066951,0,0,236,6.781609195,481,13.2,578,12.2,105,2.2,187,3.797725426
24,17031830008,"Census Tract 8300.08, Cook County, Illinois",11.7,3.877777778,1433,0,0,115,0,35,411,0,39.14863922,0,0,230,6.756756757,213,6.1,229,5.2,222,5.1,185,4.204545455
25,17031830500,"Census Tract 8305, Cook County, Illinois",31.7,1.726639344,1086,77,33,179,34,14,172,10.12891344,36.74033149,351,32.3,1133,40.72609633,166,5.6,337,8.6,931,23.9,398,10.20251218
26,17031830600,"Census Tract 8306, Cook County, Illinois",18.3,2.150591985,1974,55,67,26,0,17,705,6.180344478,37.89260385,227,11.5,617,16.51498929,193,5.1,436,9.2,687,14.5,82,1.732516374
27,17031830700,"Census Tract 8307, Cook County, Illinois",29.9,2.515300546,1808,54,69,47,22,10,982,6.803097345,58.68362832,153,8.5,371,11.69977925,107,3.3,414,10.9,400,10.5,196,5.13896172
28,17031830800,"Census Tract 8308, Cook County, Illinois",6.8,3.615892532,1348,0,9,13,0,0,667,0.667655786,50.44510386,34,2.5,18,0.802854594,157,7,75,3,83,3.3,23,0.911974623
29,17031830900,"Census Tract 8309, Cook County, Illinois",4,4.656010929,1284,0,19,54,16,0,401,1.479750779,36.68224299,63,4.9,218,8.582677165,20,0.8,133,4.4,162,5.4,131,4.376879385
30,17031831000,"Census Tract 8310, Cook County, Illinois",2,6.817941712,1056,0,0,45,0,11,370,0,40.34090909,10,0.9,20,1.077586207,27,1.5,69,3.2,17,0.8,86,3.950390446
31,17031831100,"Census Tract 8311, Cook County, Illinois",14.9,2.756830601,2775,100,32,156,0,66,659,4.756756757,31.74774775,519,18.7,1500,22.62443439,247,3.6,681,8,1832,21.5,413,4.837765023
32,17031811900,"Census Tract 8119, Cook County, Illinois",6.3,6.181693989,1852,0,11,357,11,36,356,0.593952484,41.03671706,73,3.9,107,2.349582784,64,1.4,414,7.1,157,2.7,448,7.669919534
33,17031191000,"Census Tract 1910, Cook County, Illinois",13.6,2.508242259,726,39,19,60,28,38,114,7.988980716,33.05785124,69,9.5,722,35.0996597,99,4.7,320,11.7,367,13.4,131,4.798534799
34,17031805600,"Census Tract 8056, Cook County, Illinois",5.6,6.549362477,1478,0,0,281,0,32,187,0,33.82949932,19,1.3,106,3.331238215,78,2.3,412,9.2,42,0.9,237,5.302013423
35,17031806004,"Census Tract 8060.04, Cook County, Illinois",22.4,2.175,2688,62,121,236,20,63,857,6.808035714,43.75,651,24.2,615,10.30323337,323,5.4,1036,15,850,12.3,468,6.516290727
36,17031802002,"Census Tract 8020.02, Cook County, Illinois",4.3,5.749089253,1673,46,0,283,0,16,268,2.749551704,33.89121339,75,4.5,178,4.41468254,79,1.9,328,6.3,204,3.9,411,7.549595885
37,17031802504,"Census Tract 8025.04, Cook County, Illinois",9.7,3.80068306,2031,87,9,295,22,47,328,4.726735598,34.07188577,187,9.2,682,13.20681642,74,1.4,413,6.4,534,8.3,440,6.656580938
38,17031802702,"Census Tract 8027.02, Cook County, Illinois",21.6,3.917759563,1832,2,21,419,15,13,494,1.255458515,51.36462882,327,17.8,221,5.741751104,73,1.8,614,13.3,104,2.2,514,10.79151795
39,17031803008,"Census Tract 8030.08, Cook County, Illinois",7.4,5.153870674,1663,6,10,362,16,21,272,0.962116657,40.34876729,79,4.8,120,3.510825044,51,1.4,395,8.6,174,3.8,375,8.182413266
40,17031803200,"Census Tract 8032, Cook County, Illinois",10.4,4.144307832,2200,0,0,269,0,12,916,0,54.40909091,61,2.8,162,3.910209993,89,2.1,845,17.1,142,2.9,398,7.495291902
41,17031803500,"Census Tract 8035, Cook County, Illinois",15.8,5.208333333,2271,0,0,371,16,14,627,0,45.26640247,50,2.2,169,3.763081719,136,2.9,617,10.8,77,1.4,393,6.816999133
42,17031804102,"Census Tract 8041.02, Cook County, Illinois",5.3,6.456557377,2494,18,0,499,82,55,264,0.721732157,36.08660786,79,3.2,216,3.853702052,108,1.9,817,11.4,129,1.8,664,9.14222773
43,17031824505,"Census Tract 8245.05, Cook County, Illinois",11.2,3.638615665,2493,22,0,300,0,79,704,0.882470919,43.44163658,117,4.7,317,6.087958517,206,3.8,801,12.6,470,7.4,363,5.703959774
44,17031825900,"Census Tract 8259, Cook County, Illinois",15.4,2.311520947,1148,28,33,88,0,10,259,5.31358885,31.09756098,150,13.1,335,12.52804787,216,7.7,571,16.4,475,13.6,89,2.551605505
45,17031826000,"Census Tract 8260, Cook County, Illinois",27.6,2.087112933,846,49,15,30,0,17,224,7.56501182,32.03309693,24,2.8,466,22.83194512,164,7.5,350,12,459,15.7,66,2.257954157
46,17031826100,"Census Tract 8261, Cook County, Illinois",31,1.903096539,2091,4,9,145,0,93,668,0.621712099,43.32855093,52,2.5,785,18.51415094,512,11.7,669,11.6,627,10.8,146,2.523332181
47,17031826304,"Census Tract 8263.04, Cook County, Illinois",36.5,1.630191257,1235,12,36,42,0,131,449,3.886639676,50.36437247,0,0,275,12.71970398,321,14.5,381,13.4,349,12.3,83,2.914325843
48,17031242300,"Census Tract 2423, Cook County, Illinois",5.9,4.309608379,1655,0,7,42,8,38,602,0.422960725,41.6918429,123,7.4,59,1.965356429,18,0.6,109,3.1,42,1.2,67,1.905032698
49,17031760801,"Census Tract 7608.01, Cook County, Illinois",16.8,3.103779599,2199,50,74,20,16,27,773,5.638926785,38.01728058,369,16.8,232,6.448026681,164,4.5,231,5.1,691,15.3,75,1.659292035
50,17031490300,"Census Tract 4903, Cook County, Illinois",25.3,2.609335155,871,0,0,76,9,53,311,0,51.54994259,6,0.7,131,7.783719548,133,7.6,336,14.6,161,7,148,6.429192007
51,17031490700,"Census Tract 4907, Cook County, Illinois",27.6,2.037568306,931,0,0,35,30,155,278,0,53.49087003,16,1.7,316,14.46224256,325,14.3,457,16.5,247,8.9,75,2.700756212
52,17031500100,"Census Tract 5001, Cook County, Illinois",23.3,2.116393443,1517,8,0,160,0,122,656,0.527356625,61.83256427,10,0.7,189,6.820642367,125,4.5,613,19.5,73,2.3,226,7.206632653
53,17031520400,"Census Tract 5204, Cook County, Illinois",18.5,2.082377049,1300,42,0,125,15,46,279,3.230769231,35.76923077,141,10.8,776,23.74541004,238,6.9,389,8.6,511,11.3,197,4.363233666
54,17031820902,"Census Tract 8209.02, Cook County, Illinois",13.7,3.981921676,1481,18,8,173,11,47,221,1.75557056,30.51991897,197,13.3,583,15.48472776,153,3.9,471,9.3,701,13.8,219,4.314420804
55,17031821001,"Census Tract 8210.01, Cook County, Illinois",15.9,2.487249545,1647,83,8,157,38,41,486,5.525197328,43.8372799,172,10.4,439,12.4327386,228,6.1,637,13.3,251,5.2,256,5.347817004
56,17031821002,"Census Tract 8210.02, Cook County, Illinois",15.2,2.678870674,1784,48,0,309,11,47,486,2.69058296,47.81390135,255,14.3,812,18.70536743,101,2.3,835,15.6,483,9,447,8.271650629
57,17031822200,"Census Tract 8222, Cook County, Illinois",4.3,4.290118397,1252,15,0,194,0,21,149,1.198083067,29.07348243,0,0,94,3.199455412,111,3.6,402,10.1,154,3.9,290,7.313997478
58,17031822500,"Census Tract 8225, Cook County, Illinois",12.2,3.463296903,1601,25,0,206,28,47,391,1.561524047,41.9737664,71,4.4,406,12.08333333,181,5.3,476,11.1,143,3.3,311,7.12322492
59,17031822801,"Census Tract 8228.01, Cook County, Illinois",20.6,2.823770492,1502,7,0,81,0,18,729,0.466045273,55.126498,72,4.8,97,3.943089431,101,3.9,250,7.9,210,6.7,257,8.166507785
60,17031823200,"Census Tract 8232, Cook County, Illinois",12.1,3.034562842,1833,37,0,242,19,32,571,2.018548827,47.13584288,54,2.9,347,9.285523147,131,3.4,506,10.4,231,4.8,389,8.025582835
61,17031823603,"Census Tract 8236.03, Cook County, Illinois",37.9,1.732559199,563,41,30,62,12,21,102,12.61101243,34.99111901,78,13.9,514,31.84634449,100,5.9,220,9.5,373,16.1,95,4.107220061
62,17031823705,"Census Tract 8237.05, Cook County, Illinois",21.5,2.687522769,1632,51,16,282,19,41,430,4.105392157,47.30392157,102,6.3,392,11.49560117,121,3.4,505,11.4,228,5.1,392,8.693723664
63,17031824107,"Census Tract 8241.07, Cook County, Illinois",12.2,3.291848816,2668,0,20,457,29,133,743,0.749625187,51.04947526,112,4.2,446,7.828681762,265,4.5,728,10.6,313,4.6,576,8.412443406
64,17031824300,"Census Tract 8243, Cook County, Illinois",41.8,1.433515483,1520,19,8,111,16,36,627,1.776315789,51.97368421,8,0.5,599,15.78392622,235,6.1,1174,25.1,536,11.5,286,5.985768104
65,17031825504,"Census Tract 8255.04, Cook County, Illinois",8.3,2.362249545,1349,14,0,155,21,85,471,1.037805782,54.2624166,0,0,199,7.65973826,146,5.3,409,11.8,73,2.1,261,7.43377955
66,17031222200,"Census Tract 2222, Cook County, Illinois",4.4,6.859061931,954,0,0,11,0,9,258,0,29.14046122,25,2.6,33,1.734104046,95,5,118,5.1,23,1,12,0.515685432
67,17031811600,"Census Tract 8116, Cook County, Illinois",21.7,2.25204918,2361,86,86,275,21,46,657,7.285048708,42.31257942,553,23.4,693,14.50397656,221,4.5,552,8.7,887,13.9,300,4.707359172
68,17031811800,"Census Tract 8118, Cook County, Illinois",18.2,3.443761384,1575,14,0,176,15,28,409,0.888888889,39.87301587,103,6.5,935,23.4688755,94,2.3,677,13.8,315,6.4,269,5.243664717
69,17031814400,"Census Tract 8144, Cook County, Illinois",18.3,2.126411658,2391,168,23,205,0,70,546,7.988289419,34.33709745,409,17.1,1681,29.78911926,194,3.4,636,7.9,807,10,247,3.062236548
70,17031815702,"Census Tract 8157.02, Cook County, Illinois",10.8,3.953506375,1903,24,0,215,0,72,401,1.261166579,36.15344193,35,1.8,66,1.729559748,164,4.1,508,9.9,367,7.2,222,4.343572686
71,17031815800,"Census Tract 8158, Cook County, Illinois",17.2,4.330418944,577,0,0,93,6,20,137,0,44.36741768,0,0,63,4.948939513,60,4.6,223,14.4,54,3.5,127,7.810578106
72,17031816100,"Census Tract 8161, Cook County, Illinois",14.6,2.830737705,2481,0,0,168,0,51,998,0,49.05280129,158,6.4,286,6.03121046,267,5.5,579,10.3,433,7.7,339,5.852900552
73,17031816300,"Census Tract 8163, Cook County, Illinois",14.7,2.917714026,1602,90,38,169,15,9,416,7.990012484,38.01498127,95,5.9,948,25.27326046,167,4.3,628,12.8,617,12.6,182,3.702950153
74,17031817000,"Census Tract 8170, Cook County, Illinois",21.7,2.252641166,1701,0,0,186,16,33,557,0,46.56084656,72,4.2,646,16.97766097,138,3.5,412,8.4,458,9.4,314,6.309021499
75,17031818500,"Census Tract 8185, Cook County, Illinois",12.6,3.915710383,2331,0,0,558,13,49,859,0,63.44916345,34,1.5,261,5.485498108,153,3.1,753,14.2,335,6.3,640,11.82338814
76,17031818700,"Census Tract 8187, Cook County, Illinois",5,4.070446266,1388,0,0,150,0,8,346,0,36.31123919,52,3.7,183,6.480169972,26,0.9,307,8.1,86,2.3,203,5.386044044
77,17031200100,"Census Tract 2001, Cook County, Illinois",20.7,2.446174863,1316,7,33,46,42,74,378,3.039513678,41.03343465,269,20.4,601,20.39362063,121,4,501,13.1,547,14.3,232,6.047966632
78,17031160900,"Census Tract 1609, Cook County, Illinois",9.8,3.918943534,1035,18,0,51,0,0,345,1.739130435,38.26086957,48,4.6,28,1.413427562,71,3.5,83,3.3,185,7.3,109,4.299802761
79,17031170900,"Census Tract 1709, Cook County, Illinois",15.8,3.140163934,651,8,20,64,0,29,143,4.301075269,36.25192012,149,22.9,272,18.19397993,49,3.2,155,8,320,16.5,105,5.404014411
80,17031220300,"Census Tract 2203, Cook County, Illinois",3.1,4.506967213,879,6,19,59,0,18,246,2.844141069,36.74630262,57,6.5,115,6.526674234,63,3.5,136,6.6,93,4.5,96,4.642166344
81,17031630100,"Census Tract 6301, Cook County, Illinois",35.1,1.385928962,296,8,5,11,0,5,79,4.391891892,32.09459459,70,23.6,139,20.6231454,85,12,83,9.4,139,15.7,15,1.698754247
82,17031661000,"Census Tract 6610, Cook County, Illinois",38.6,1.558743169,1901,27,0,105,33,102,674,1.420305103,48.07995792,19,1,775,18.47877921,762,17.3,847,15.6,881,16.2,346,6.367316894
83,17031670200,"Census Tract 6702, Cook County, Illinois",48.2,1.286429872,409,5,13,4,14,34,200,4.400977995,61.61369193,0,0,183,25.84745763,95,13.1,106,11.4,74,8,101,10.86021505
84,17031010400,"Census Tract 104, Cook County, Illinois",29.3,1.807832423,1988,0,73,43,7,0,1103,3.672032193,57.99798793,171,8.6,100,2.147305132,199,4.2,428,8.2,364,7,67,1.285248417
85,17031380100,"Census Tract 3801, Cook County, Illinois",59.5,0.762112933,1071,9,12,10,20,41,652,1.960784314,67.5070028,11,1,421,27.19638243,134,8.4,533,28.4,70,3.7,176,9.29250264
86,17031671800,"Census Tract 6718, Cook County, Illinois",38.7,1.276684882,383,0,5,50,17,24,73,1.305483029,42.81984334,15,3.9,156,15.6,146,14.4,152,11.1,44,3.2,84,6.144842721
87,17031691100,"Census Tract 6911, Cook County, Illinois",50.2,1.12704918,1050,12,16,46,17,82,333,2.666666667,45.52380952,0,0,273,12.62135922,325,14.2,504,17.9,230,8.2,45,1.600853789
88,17031530300,"Census Tract 5303, Cook County, Illinois",28.4,1.870491803,1533,14,0,98,48,131,589,0.913242009,56.49054142,0,0,384,12.57779234,311,9.8,710,17.7,346,8.6,217,5.406078724
89,17031560900,"Census Tract 5609, Cook County, Illinois",6.6,4.386703097,1879,38,12,247,10,61,431,2.660989888,39.86162853,20,1.1,464,10.74820477,162,3.6,444,8.3,194,3.6,363,6.745958
90,17031580300,"Census Tract 5803, Cook County, Illinois",22,2.190801457,705,19,0,62,12,14,86,2.695035461,24.68085106,168,23.8,772,41.06382979,158,8,196,7.8,489,19.5,103,4.100318471
91,17031611300,"Census Tract 6113, Cook County, Illinois",46.4,1.21129326,898,0,0,28,0,0,238,0,29.62138085,271,30.2,591,31.6211878,240,12.5,290,10.9,490,18.5,136,5.132075472
92,17031611600,"Census Tract 6116, Cook County, Illinois",48.9,1.17859745,552,0,10,49,0,29,175,1.811594203,45.83333333,108,19.6,280,23.74893978,169,13.8,144,9.1,385,24.2,110,6.922592826
93,17031620300,"Census Tract 6203, Cook County, Illinois",12.4,2.540027322,2030,162,13,163,0,40,437,8.620689655,31.5270936,187,9.2,1809,32.81930334,571,9.9,612,7.8,1012,13,285,3.649167734
94,17031620400,"Census Tract 6204, Cook County, Illinois",23.7,3.176867031,1239,22,25,113,0,17,288,3.793381759,33.73688458,269,21.7,773,23.79926108,103,3,360,8.2,358,8.1,123,2.799908946
95,17031120100,"Census Tract 1201, Cook County, Illinois",9.6,6.394216758,1494,18,0,248,0,27,365,1.204819277,42.83801874,56,3.7,124,3.91290628,67,2.1,396,9.5,138,3.3,327,7.864357864
96,17031140100,"Census Tract 1401, Cook County, Illinois",16.7,2.476958106,1126,64,10,26,0,9,311,6.571936057,30.72824156,115,10.2,484,20.69260368,157,6.5,273,8.5,562,17.6,36,1.127113338
97,17031831200,"Census Tract 8312, Cook County, Illinois",23.4,1.784153005,1463,91,25,68,10,48,391,7.928913192,35.33834586,437,29.9,1188,33.25867861,113,3,566,12,1286,27.3,243,5.165816327
98,17031831300,"Census Tract 8313, Cook County, Illinois",9.5,2.109881603,380,22,0,45,0,33,104,5.789473684,47.89473684,7,1.8,171,20.18890201,62,6.8,108,10.9,124,12.5,45,4.522613065
99,17031831400,"Census Tract 8314, Cook County, Illinois",41.1,1.538069217,1018,11,0,33,14,47,334,1.080550098,42.043222,38,3.7,465,19.26263463,84,3.4,410,14.9,494,17.9,196,6.477197621
100,17031831500,"Census Tract 8315, Cook County, Illinois",15.3,2.677504554,1232,30,21,21,34,19,293,4.13961039,29.78896104,230,18.7,700,23.98081535,105,3.5,642,17.6,566,15.5,103,2.817286652
101,17031831600,"Census Tract 8316, Cook County, Illinois",26.5,2.142167577,2325,18,55,219,31,118,607,3.139784946,41.93548387,379,16.3,1515,24.75490196,298,4.6,987,12.3,768,9.6,614,7.637765891
102,17031831700,"Census Tract 8317, Cook County, Illinois",24.7,2.829234973,772,44,35,57,0,14,166,10.23316062,30.69948187,143,18.5,344,18.1914331,147,7.5,204,8.3,304,12.4,72,2.92801952
103,17031831800,"Census Tract 8318, Cook County, Illinois",16.8,2.521311475,2217,14,39,270,0,85,573,2.390617952,41.85836716,293,13.2,542,10.47747922,204,3.9,620,9.5,480,7.4,320,4.928384414
104,17031831900,"Census Tract 8319, Cook County, Illinois",7.6,5.988160291,1408,21,0,10,0,0,519,1.491477273,37.57102273,13,0.9,18,0.674915636,36,1.3,62,1.9,54,1.7,24,0.743494424
105,17031832000,"Census Tract 8320, Cook County, Illinois",6.7,5.532786885,790,0,5,12,0,0,239,0.632911392,31.7721519,0,0,38,2.477183833,77,5,62,3.8,74,4.6,27,1.665638495
106,17031832100,"Census Tract 8321, Cook County, Illinois",17.5,3.469626594,1843,0,57,30,0,0,884,3.092783505,49.5930548,64,3.5,58,1.800683018,110,3.4,187,5.2,329,9.1,100,2.776235425
107,17031832200,"Census Tract 8322, Cook County, Illinois",5.4,4.995491803,1490,11,0,46,0,0,544,0.738255034,39.59731544,14,0.9,99,3.806228374,21,0.8,86,2.7,85,2.7,57,1.79245283
108,17031832300,"Census Tract 8323, Cook County, Illinois",4.2,5.466848816,881,0,0,22,0,0,321,0,38.93303065,16,1.8,17,1.054590571,26,1.6,99,5.1,36,1.9,37,1.909184727
109,17031832400,"Census Tract 8324, Cook County, Illinois",13,4.597996357,1295,18,8,22,8,12,337,2.007722008,29.26640927,100,7.7,134,5.122324159,62,2.4,105,3.4,133,4.3,88,2.812400128
110,17031832500,"Census Tract 8325, Cook County, Illinois",19.4,6.776047359,1387,6,20,71,0,0,513,1.874549387,42.10526316,117,8.4,189,6.895293688,70,2.5,239,7.2,36,1.1,201,5.92920354
111,17031825700,"Census Tract 8257, Cook County, Illinois",28.1,2.112659381,1450,4,0,69,10,51,524,0.275862069,45.10344828,91,6.3,430,13.80860629,238,7.3,351,9,394,10.1,187,4.497354497
112,17031825803,"Census Tract 8258.03, Cook County, Illinois",28.9,2.332285974,2450,72,0,228,0,74,1027,2.93877551,54.24489796,52,2.1,540,10.73131955,610,11.9,692,11.1,341,5.5,225,3.606925297
113,17031826303,"Census Tract 8263.03, Cook County, Illinois",14.5,2.330874317,1305,9,0,239,0,69,181,0.689655172,37.47126437,0,0,436,13.30079317,450,12.7,557,13,476,11.1,248,5.779538569
114,17031827300,"Census Tract 8273, Cook County, Illinois",54.4,1.024590164,894,32,0,57,6,11,392,3.579418345,52.12527964,14,1.6,312,17.37193764,76,4,273,10.7,272,10.7,253,9.925460965
115,17031828503,"Census Tract 8285.03, Cook County, Illinois",31,1.708287796,1405,78,0,136,0,39,470,5.551601423,45.90747331,29,2.1,236,7.895617263,256,8.4,509,12.3,347,8.4,244,5.876685934
116,17031640400,"Census Tract 6404, Cook County, Illinois",15.8,2.704826958,1173,9,0,116,36,22,268,0.767263427,37.68115942,162,13.8,479,18.2615326,129,4.8,455,12.8,504,14.2,161,4.523742624
117,17031660400,"Census Tract 6604, Cook County, Illinois",22.4,2.10787796,1481,61,33,103,7,16,345,6.347062795,31.80283592,280,18.9,1552,36.93479296,309,7.1,401,6.9,1329,22.9,197,3.394210889
118,17031660800,"Census Tract 6608, Cook County, Illinois",31.9,1.625819672,1650,110,22,34,54,57,563,8,42.90909091,119,7.2,808,23.99049881,236,6.7,428,8.8,794,16.3,265,5.444832546
119,17031671300,"Census Tract 6713, Cook County, Illinois",49.2,1.269672131,665,24,11,61,64,26,183,5.263157895,50.22556391,0,0,316,21.29380054,260,16.7,368,18.3,113,5.6,229,11.38170974
120,17031825302,"Census Tract 8253.02, Cook County, Illinois",10.6,3.203142077,2346,58,0,138,53,43,630,2.472293265,36.8286445,58,2.5,467,9.381277622,237,4.6,490,7.4,628,9.5,379,5.755504935
121,17031826500,"Census Tract 8265, Cook County, Illinois",35.3,1.833242259,2005,33,8,174,14,49,511,2.044887781,37.30673317,0,0,746,16.98929629,413,9,794,13.2,489,8.1,310,5.140109435
122,17031826700,"Census Tract 8267, Cook County, Illinois",37.4,1.571493625,2078,50,0,63,19,78,845,2.406159769,48.36381136,0,0,295,7.763157895,543,13.7,718,14.1,454,8.9,190,3.716017993
123,17031827100,"Census Tract 8271, Cook County, Illinois",47.6,1.259881603,990,20,19,50,0,40,385,3.939393939,47.97979798,7,0.7,280,14.29300664,138,6.8,258,10.5,221,9,103,4.200652529
124,17031828000,"Census Tract 8280, Cook County, Illinois",28,2.106102004,1882,11,30,99,0,38,653,2.178533475,41.97662062,38,2,506,13.37209302,226,5.7,630,13,421,8.7,286,5.781281585
125,17031828202,"Census Tract 8282.02, Cook County, Illinois",18.9,2.903005464,1814,18,0,209,9,26,742,0.992282249,54.35501654,11,0.6,182,5.055555556,182,4.9,536,12,220,4.9,293,6.493794326
126,17031829302,"Census Tract 8293.02, Cook County, Illinois",44.5,1.4571949,1294,12,38,39,7,30,470,3.863987635,42.19474498,92,7.1,646,23.37192475,192,6.6,303,8.2,600,16.3,217,5.605786618
127,17031804406,"Census Tract 8044.06, Cook County, Illinois",11.2,3.312112933,1965,137,16,151,10,8,352,7.786259542,26.51399491,219,11.1,848,18.71551534,132,2.8,482,7.3,930,14,260,3.912127596
128,17031804506,"Census Tract 8045.06, Cook County, Illinois",8.3,4.392440801,1805,9,12,249,0,16,382,1.163434903,35.84487535,71,3.9,327,8.122205663,41,1,413,8.2,137,2.7,366,7.130333139
129,17031804507,"Census Tract 8045.07, Cook County, Illinois",10.3,4.792349727,4259,118,0,487,0,23,1150,2.770603428,38.97628551,214,5,529,5.906654757,131,1.4,1254,10.9,508,4.4,701,6.081901787
130,17031804508,"Census Tract 8045.08, Cook County, Illinois",15.8,2.784517304,747,90,7,29,7,6,205,12.98527443,33.06559572,125,16.7,291,16.68577982,42,2.3,142,5.9,692,28.9,69,2.876198416
131,17031804509,"Census Tract 8045.09, Cook County, Illinois",3,3.842213115,1603,0,46,189,0,36,151,2.869619464,23.45601996,155,9.7,976,21.69853268,110,2.4,339,5.7,676,11.3,265,4.273504274
132,17031804510,"Census Tract 8045.10, Cook County, Illinois",15.8,3.297404372,1426,306,12,104,0,45,95,22.30014025,17.11079944,109,7.6,1325,30.60753061,302,6.7,395,6.3,1245,19.9,192,3.053920789
133,17031804511,"Census Tract 8045.11, Cook County, Illinois",14.1,2.650409836,724,111,4,14,0,0,85,15.8839779,13.67403315,162,22.4,405,24.10714286,13,0.7,225,9.1,593,23.9,46,1.852597664
